parent_id,name,end
93,フェイスパウダー,1
93,トライアルセット/サンプル,1
93,その他,1
94,すべて,1
94,アイシャドウ,1
94,口紅,1
94,リップグロス,1
94,リップライナー,1
94,チーク,1
94,フェイスカラー,1
94,マスカラ,1
94,アイライナー,1
94,つけまつげ,1
94,アイブロウペンシル,1
94,パウダーアイブロウ,1
94,眉マスカラ,1
94,トライアルセット/サンプル,1
94,メイク道具/化粧小物,1
94,美顔用品/美顔ローラー,1
94,その他,1
95,すべて,1
95,ネイルカラー,1
95,カラージェル,1
95,ネイルベースコート/トップコート,1
95,ネイルアート用品,1
95,ネイルパーツ,1
95,ネイルチップ/付け爪,1
95,手入れ用具,1
95,除光液,1
95,その他,1
96,すべて,1
96,香水(女性用),1
96,香水(男性用),1
96,ユニセックス,1
96,ボディミスト,1
96,その他,1
97,すべて,1
97,化粧水/ローション,1
97,乳液/ミルク,1
97,美容液,1
97,フェイスクリーム,1
97,洗顔料,1
97,クレンジング/メイク落とし,1
97,パック/フェイスマスク,1
97,ジェル/ゲル,1
97,ブースター/導入液,1
97,アイケア,1
97,リップケア,1
97,トライアルセット/サンプル,1
97,洗顔グッズ,1
97,その他,1
98,すべて,1
98,シャンプー,1
98,トリートメント,1
98,コンディショナー,1
98,リンス,1
98,スタイリング剤,1
98,カラーリング剤,1
98,ブラシ,1
98,その他,1
99,すべて,1
99,オイル/クリーム,1
99,ハンドクリーム,1
99,ローション,1
99,日焼け止め/サンオイル,1
99,ボディソープ,1
99,入浴剤,1
99,制汗/デオドラント,1
99,フットケア,1
99,その他,1
100,すべて,1
100,口臭防止/エチケット用品,1
100,歯ブラシ,1
100,その他,1
101,すべて,1
101,エッセンシャルオイル,1
101,芳香器,1
101,お香/香炉,1
101,キャンドル,1
101,リラクゼーショングッズ,1
101,その他,1
102,すべて,1
102,ダイエット食品,1
102,エクササイズ用品,1
102,体重計,1
102,体脂肪計,1
102,その他,1
103,すべて,1
103,健康用品,1
103,看護/介護用品,1
103,救急/衛生用品,1
103,その他,1
104,すべて,1
104,スマートフォン本体,1
104,バッテリー/充電器,1
104,携帯電話本体,1
104,PHS本体,1
104,その他,1
105,すべて,1
105,Android用ケース,1
105,iPhone用ケース,1
105,カバー,1
105,イヤホンジャック,1
105,ストラップ,1
105,フィルム,1
105,自撮り棒,1
105,その他,1
106,すべて,1
106,タブレット,1
106,ノートPC,1
106,デスクトップ型PC,1
106,ディスプレイ,1
106,電子ブックリーダー,1
106,PC周辺機器,1
106,PCパーツ,1
106,その他,1
107,すべて,1
107,デジタルカメラ,1
107,ビデオカメラ,1
107,レンズ(単焦点),1
107,レンズ(ズーム),1
107,フィルムカメラ,1
107,防犯カメラ,1
107,その他,1
108,すべて,1
108,テレビ,1
108,プロジェクター,1
108,ブルーレイレコーダー,1
108,DVDレコーダー,1
108,ブルーレイプレーヤー,1
108,DVDプレーヤー,1
108,映像用ケーブル,1
108,その他,1
109,すべて,1
109,ポータブルプレーヤー,1
109,イヤフォン,1
109,ヘッドフォン,1
109,アンプ,1
109,スピーカー,1
109,ケーブル/シールド,1
109,ラジオ,1
109,その他,1
110,すべて,1
110,ヘアドライヤー,1
110,ヘアアイロン,1
110,美容機器,1
110,電気シェーバー,1
110,電動歯ブラシ,1
110,その他,1
111,すべて,1
111,エアコン,1
111,空気清浄器,1
111,加湿器,1
111,扇風機,1
111,除湿機,1
111,ファンヒーター,1
111,電気ヒーター,1
111,オイルヒーター,1
111,ストーブ,1
111,ホットカーペット,1
111,こたつ,1
111,電気毛布,1
111,その他,1
112,すべて,1
112,冷蔵庫,1
112,洗濯機,1
112,炊飯器,1
112,電子レンジ/オーブン,1
112,調理機器,1
112,アイロン,1
112,掃除機,1
112,エスプレッソマシン,1
112,コーヒーメーカー,1
112,衣類乾燥機,1
112,その他,1
113,すべて,1
113,その他,1
114,すべて,1
114,クラブ,1
114,ウエア(男性用),1
114,ウエア(女性用),1
114,バッグ,1
114,シューズ(男性用),1
114,シューズ(女性用),1
114,アクセサリー,1
114,その他,1
115,すべて,1
115,ロッド,1
115,リール,1
115,ルアー用品,1
115,ウエア,1
115,釣り糸/ライン,1
115,その他,1
116,すべて,1
116,自転車本体,1
116,ウエア,1
116,パーツ,1
116,アクセサリー,1
116,バッグ,1
116,工具/メンテナンス,1
116,その他,1
117,すべて,1
117,ランニング,1
117,ウォーキング,1
117,ヨガ,1
117,トレーニング用品,1
117,その他,1
118,すべて,1
118,ウェア,1
118,シューズ,1
118,グローブ,1
118,バット,1
118,アクセサリー,1
118,防具,1
118,練習機器,1
118,記念グッズ,1
118,応援グッズ,1
118,その他,1
119,すべて,1
119,ウェア,1
119,シューズ,1
119,ボール,1
119,アクセサリー,1
119,記念グッズ,1
119,応援グッズ,1
119,その他,1
120,すべて,1
120,ラケット(硬式用),1
120,ラケット(軟式用),1
120,ウェア,1
120,シューズ,1
120,ボール,1
120,アクセサリー,1
120,記念グッズ,1
120,応援グッズ,1
120,その他,1
121,すべて,1
121,ボード,1
121,バインディング,1
121,ブーツ(男性用),1
121,ブーツ(女性用),1
121,ブーツ(子ども用),1
121,ウエア/装備(男性用),1
121,ウエア/装備(女性用),1
121,ウエア/装備(子ども用),1
121,アクセサリー,1
121,バッグ,1
121,その他,1
122,すべて,1
122,板,1
122,ブーツ(男性用),1
122,ブーツ(女性用),1
122,ブーツ(子ども用),1
122,ビンディング,1
122,ウエア(男性用),1
122,ウエア(女性用),1
122,ウエア(子ども用),1
122,ストック,1
122,その他,1
123,すべて,1
123,ダンス/バレエ,1
123,サーフィン,1
123,バスケットボール,1
123,バドミントン,1
123,バレーボール,1
123,スケートボード,1
123,陸上競技,1
123,ラグビー,1
123,アメリカンフットボール,1
123,ボクシング,1
123,ボウリング,1
123,その他,1
124,すべて,1
124,テント/タープ,1
124,ライト/ランタン,1
124,寝袋/寝具,1
124,テーブル/チェア,1
124,ストーブ/コンロ,1
124,調理器具,1
124,食器,1
124,登山用品,1
124,その他,1
125,すべて,1
125,旅行用品,1
125,その他,1
126,すべて,1
126,ピアス,1
126,イヤリング,1
126,ネックレス,1
126,ブレスレット,1
126,リング,1
126,チャーム,1
126,ヘアゴム,1
126,アンクレット,1
126,その他,1
127,すべて,1
127,バッグ(女性用),1
127,バッグ(男性用),1
127,財布(女性用),1
127,財布(男性用),1
127,ファッション雑貨,1
127,その他,1
128,すべて,1
128,アクセサリー(男性用),1
128,時計(女性用),1
128,時計(男性用),1
128,その他,1
129,すべて,1
129,キッチン用品,1
129,家具,1
129,文房具,1
129,アート/写真,1
129,アロマ/キャンドル,1
129,フラワー/ガーデン,1
129,その他,1
130,すべて,1
130,クラフト/布製品,1
130,おもちゃ/人形,1
130,その他,1
131,すべて,1
131,ファッション雑貨,1
131,スタイ/よだれかけ,1
131,外出用品,1
131,ネームタグ,1
131,その他,1
132,すべて,1
132,各種パーツ,1
132,生地/糸,1
132,型紙/パターン,1
132,その他,1
133,すべて,1
